,year,state,state_po,state_fips,state_cen,state_ic,office,district,stage,runoff,special,candidate,party,writein,mode,candidatevotes,totalvotes,unofficial,version,fusion_ticket,vote_percentage
1025,2020,NORTH CAROLINA,NC,37,56,47,US HOUSE,10,GEN,False,False,DAVID PARKER,DEMOCRAT,False,TOTAL,128189,412284,False,20250910,False,31.09
1026,2020,NORTH CAROLINA,NC,37,56,47,US HOUSE,10,GEN,False,False,PATRICK T MCHENRY,REPUBLICAN,False,TOTAL,284095,412284,False,20250910,False,68.91
1027,2020,NORTH CAROLINA,NC,37,56,47,US HOUSE,11,GEN,False,False,MADISON CAWTHORN,REPUBLICAN,False,TOTAL,245351,450145,False,20250910,False,54.5
1028,2020,NORTH CAROLINA,NC,37,56,47,US HOUSE,11,GEN,False,False,MOE DAVIS,DEMOCRAT,False,TOTAL,190609,450145,False,20250910,False,42.34
1031,2020,NORTH CAROLINA,NC,37,56,47,US HOUSE,12,GEN,False,False,ALMA S ADAMS,DEMOCRAT,False,TOTAL,341457,341457,False,20250910,False,100.0
1032,2020,NORTH CAROLINA,NC,37,56,47,US HOUSE,13,GEN,False,False,SCOTT HUFFMAN,DEMOCRAT,False,TOTAL,124684,391865,False,20250910,False,31.82
1033,2020,NORTH CAROLINA,NC,37,56,47,US HOUSE,13,GEN,False,False,TED BUDD,REPUBLICAN,False,TOTAL,267181,391865,False,20250910,False,68.18
1034,2020,NORTH DAKOTA,ND,38,44,36,US HOUSE,0,GEN,False,False,KELLY ARMSTRONG,REPUBLICAN,False,TOTAL,245229,355598,False,20250910,False,68.96
1037,2020,NORTH DAKOTA,ND,38,44,36,US HOUSE,0,GEN,False,False,ZACH RAKNERUD,DEMOCRATIC-NONPARTISAN LEAGUE,False,TOTAL,97970,355598,False,20250910,False,27.55
1038,2020,OHIO,OH,39,31,24,US HOUSE,1,GEN,False,False,KATE SCHRODER,DEMOCRAT,False,TOTAL,172022,385285,False,20250910,False,44.65
1041,2020,OHIO,OH,39,31,24,US HOUSE,1,GEN,False,False,STEVE CHABOT,REPUBLICAN,False,TOTAL,199560,385285,False,20250910,False,51.8
1042,2020,OHIO,OH,39,31,24,US HOUSE,2,GEN,False,False,BRAD R WENSTRUP,REPUBLICAN,False,TOTAL,230430,377248,False,20250910,False,61.08
1043,2020,OHIO,OH,39,31,24,US HOUSE,2,GEN,False,False,JAIME M CASTLE,DEMOCRAT,False,TOTAL,146781,377248,False,20250910,False,38.91
1046,2020,OHIO,OH,39,31,24,US HOUSE,3,GEN,False,False,JOYCE BEATTY,DEMOCRAT,False,TOTAL,227420,321092,False,20250910,False,70.83
1047,2020,OHIO,OH,39,31,24,US HOUSE,3,GEN,False,False,MARK F RICHARDSON,REPUBLICAN,False,TOTAL,93569,321092,False,20250910,False,29.14
1049,2020,OHIO,OH,39,31,24,US HOUSE,4,GEN,False,False,JIM JORDAN,REPUBLICAN,False,TOTAL,235875,347626,False,20250910,False,67.85
1050,2020,OHIO,OH,39,31,24,US HOUSE,4,GEN,False,False,SHANNON M FRESHOUR,DEMOCRAT,False,TOTAL,101897,347626,False,20250910,False,29.31
1052,2020,OHIO,OH,39,31,24,US HOUSE,5,GEN,False,False,NICK RUBANDO,DEMOCRAT,False,TOTAL,120962,377981,False,20250910,False,32.0
1053,2020,OHIO,OH,39,31,24,US HOUSE,5,GEN,False,False,ROBERT E LATTA,REPUBLICAN,False,TOTAL,257019,377981,False,20250910,False,68.0
1054,2020,OHIO,OH,39,31,24,US HOUSE,6,GEN,False,False,BILL JOHNSON,REPUBLICAN,False,TOTAL,249130,334791,False,20250910,False,74.41
1055,2020,OHIO,OH,39,31,24,US HOUSE,6,GEN,False,False,SHAWNA ROBERTS,DEMOCRAT,False,TOTAL,85661,334791,False,20250910,False,25.59
1056,2020,OHIO,OH,39,31,24,US HOUSE,7,GEN,False,False,BOB GIBBS,REPUBLICAN,False,TOTAL,236607,350549,False,20250910,False,67.5
1058,2020,OHIO,OH,39,31,24,US HOUSE,7,GEN,False,False,QUENTIN POTTER,DEMOCRAT,False,TOTAL,102271,350549,False,20250910,False,29.17
1060,2020,OHIO,OH,39,31,24,US HOUSE,8,GEN,False,False,VANESSA ENOCH,DEMOCRAT,False,TOTAL,110766,357157,False,20250910,False,31.01
1061,2020,OHIO,OH,39,31,24,US HOUSE,8,GEN,False,False,WARREN DAVIDSON,REPUBLICAN,False,TOTAL,246277,357157,False,20250910,False,68.95
1062,2020,OHIO,OH,39,31,24,US HOUSE,9,GEN,False,False,MARCY KAPTUR,DEMOCRAT,False,TOTAL,190328,301752,False,20250910,False,63.07
1064,2020,OHIO,OH,39,31,24,US HOUSE,9,GEN,False,False,ROB WEBER,REPUBLICAN,False,TOTAL,111385,301752,False,20250910,False,36.91
1065,2020,OHIO,OH,39,31,24,US HOUSE,10,GEN,False,False,DESIREE TIMS,DEMOCRAT,False,TOTAL,151976,364948,False,20250910,False,41.64
1066,2020,OHIO,OH,39,31,24,US HOUSE,10,GEN,False,False,MICHAEL R TURNER,REPUBLICAN,False,TOTAL,212972,364948,False,20250910,False,58.36
1068,2020,OHIO,OH,39,31,24,US HOUSE,11,GEN,False,False,MARCIA L FUDGE,DEMOCRAT,False,TOTAL,242098,302421,False,20250910,False,80.05
1069,2020,OHIO,OH,39,31,24,US HOUSE,12,GEN,False,False,ALAINA SHEARER,DEMOCRAT,False,TOTAL,182847,437672,False,20250910,False,41.78
1071,2020,OHIO,OH,39,31,24,US HOUSE,12,GEN,False,False,TROY BALDERSON,REPUBLICAN,False,TOTAL,241790,437672,False,20250910,False,55.24
1072,2020,OHIO,OH,39,31,24,US HOUSE,13,GEN,False,False,CHRISTINA M HAGAN,REPUBLICAN,False,TOTAL,148648,330801,False,20250910,False,44.94
1074,2020,OHIO,OH,39,31,24,US HOUSE,13,GEN,False,False,TIM RYAN,DEMOCRAT,False,TOTAL,173631,330801,False,20250910,False,52.49
1075,2020,OHIO,OH,39,31,24,US HOUSE,14,GEN,False,False,DAVID P JOYCE,REPUBLICAN,False,TOTAL,238864,397450,False,20250910,False,60.1
1076,2020,OHIO,OH,39,31,24,US HOUSE,14,GEN,False,False,HILLARY O'CONNOR MUERI,DEMOCRAT,False,TOTAL,158586,397450,False,20250910,False,39.9
1077,2020,OHIO,OH,39,31,24,US HOUSE,15,GEN,False,False,JOEL NEWBY,DEMOCRAT,False,TOTAL,140183,383361,False,20250910,False,36.57
1079,2020,OHIO,OH,39,31,24,US HOUSE,15,GEN,False,False,STEVE STIVERS,REPUBLICAN,False,TOTAL,243103,383361,False,20250910,False,63.41
1080,2020,OHIO,OH,39,31,24,US HOUSE,16,GEN,False,False,AARON PAUL GODFREY,DEMOCRAT,False,TOTAL,144071,391406,False,20250910,False,36.81
1081,2020,OHIO,OH,39,31,24,US HOUSE,16,GEN,False,False,ANTHONY GONZALEZ,REPUBLICAN,False,TOTAL,247335,391406,False,20250910,False,63.19
1083,2020,OKLAHOMA,OK,40,73,53,US HOUSE,1,GEN,False,False,KEVIN HERN,REPUBLICAN,False,TOTAL,213700,335471,False,20250910,False,63.7
1084,2020,OKLAHOMA,OK,40,73,53,US HOUSE,1,GEN,False,False,KOJO ASAMOA-CAESAR,DEMOCRAT,False,TOTAL,109641,335471,False,20250910,False,32.68
1085,2020,OKLAHOMA,OK,40,73,53,US HOUSE,2,GEN,False,False,DANYELL LANIER,DEMOCRAT,False,TOTAL,63472,288527,False,20250910,False,22.0
1086,2020,OKLAHOMA,OK,40,73,53,US HOUSE,2,GEN,False,False,MARKWAYNE MULLIN,REPUBLICAN,False,TOTAL,216511,288527,False,20250910,False,75.04
1088,2020,OKLAHOMA,OK,40,73,53,US HOUSE,3,GEN,False,False,FRANK D LUCAS,REPUBLICAN,False,TOTAL,242677,309178,False,20250910,False,78.49
1089,2020,OKLAHOMA,OK,40,73,53,US HOUSE,3,GEN,False,False,ZOE MIDYETT,DEMOCRAT,False,TOTAL,66501,309178,False,20250910,False,21.51
1091,2020,OKLAHOMA,OK,40,73,53,US HOUSE,4,GEN,False,False,MARY BRANNON,DEMOCRAT,False,TOTAL,90459,314358,False,20250910,False,28.78
1092,2020,OKLAHOMA,OK,40,73,53,US HOUSE,4,GEN,False,False,TOM COLE,REPUBLICAN,False,TOTAL,213096,314358,False,20250910,False,67.79
1093,2020,OKLAHOMA,OK,40,73,53,US HOUSE,5,GEN,False,False,KENDRA S HORN,DEMOCRAT,False,TOTAL,145658,303849,False,20250910,False,47.94
1094,2020,OKLAHOMA,OK,40,73,53,US HOUSE,5,GEN,False,False,STEPHANIE BICE,REPUBLICAN,False,TOTAL,158191,303849,False,20250910,False,52.06
1095,2020,OREGON,OR,41,92,72,US HOUSE,1,GEN,False,False,CHRISTOPHER C CHRISTENSEN,REPUBLICAN,False,TOTAL,161928,459899,False,20250910,False,35.21
1096,2020,OREGON,OR,41,92,72,US HOUSE,1,GEN,False,False,SUZANNE BONAMICI,DEMOCRAT,False,TOTAL,297071,459899,False,20250910,False,64.59
1098,2020,OREGON,OR,41,92,72,US HOUSE,2,GEN,False,False,ALEX SPENSER,DEMOCRAT,False,TOTAL,168881,457433,False,20250910,False,36.92
1099,2020,OREGON,OR,41,92,72,US HOUSE,2,GEN,False,False,CLIFF BENTZ,REPUBLICAN,False,TOTAL,273835,457433,False,20250910,False,59.86
1103,2020,OREGON,OR,41,92,72,US HOUSE,3,GEN,False,False,EARL BLUMENAUER,DEMOCRAT,False,TOTAL,343574,470506,False,20250910,False,73.02
1104,2020,OREGON,OR,41,92,72,US HOUSE,3,GEN,False,False,JOANNA HARBOUR,REPUBLICAN,False,TOTAL,110570,470506,False,20250910,False,23.5
1107,2020,OREGON,OR,41,92,72,US HOUSE,4,GEN,False,False,ALEK SKARLATOS,REPUBLICAN,False,TOTAL,216081,467705,False,20250910,False,46.2
1109,2020,OREGON,OR,41,92,72,US HOUSE,4,GEN,False,False,PETER A DEFAZIO,DEMOCRAT,False,TOTAL,240950,467705,False,20250910,False,51.52
1111,2020,OREGON,OR,41,92,72,US HOUSE,5,GEN,False,False,AMY RYAN COURSER,REPUBLICAN,False,TOTAL,204372,452646,False,20250910,False,45.15
1112,2020,OREGON,OR,41,92,72,US HOUSE,5,GEN,False,False,KURT SCHRADER,DEMOCRAT,False,TOTAL,234863,452646,False,20250910,False,51.89
1115,2020,PENNSYLVANIA,PA,42,23,14,US HOUSE,1,GEN,False,False,BRIAN K FITZPATRICK,REPUBLICAN,False,TOTAL,249804,441679,False,20250910,False,56.56
1116,2020,PENNSYLVANIA,PA,42,23,14,US HOUSE,1,GEN,False,False,CHRISTINA FINELLO,DEMOCRAT,False,TOTAL,191875,441679,False,20250910,False,43.44
1117,2020,PENNSYLVANIA,PA,42,23,14,US HOUSE,2,GEN,False,False,BRENDAN F BOYLE,DEMOCRAT,False,TOTAL,198140,273162,False,20250910,False,72.54
1118,2020,PENNSYLVANIA,PA,42,23,14,US HOUSE,2,GEN,False,False,DAVID TORRES,REPUBLICAN,False,TOTAL,75022,273162,False,20250910,False,27.46
1119,2020,PENNSYLVANIA,PA,42,23,14,US HOUSE,3,GEN,False,False,DWIGHT EVANS,DEMOCRAT,False,TOTAL,341708,375379,False,20250910,False,91.03
1121,2020,PENNSYLVANIA,PA,42,23,14,US HOUSE,4,GEN,False,False,KATHY BARNETTE,REPUBLICAN,False,TOTAL,179926,444563,False,20250910,False,40.47
1122,2020,PENNSYLVANIA,PA,42,23,14,US HOUSE,4,GEN,False,False,MADELEINE DEAN CUNNANE,DEMOCRAT,False,TOTAL,264637,444563,False,20250910,False,59.53
1123,2020,PENNSYLVANIA,PA,42,23,14,US HOUSE,5,GEN,False,False,DASHA PRUETT,REPUBLICAN,False,TOTAL,139552,395295,False,20250910,False,35.3
1124,2020,PENNSYLVANIA,PA,42,23,14,US HOUSE,5,GEN,False,False,MARY GAY SCANLON,DEMOCRAT,False,TOTAL,255743,395295,False,20250910,False,64.7
1125,2020,PENNSYLVANIA,PA,42,23,14,US HOUSE,6,GEN,False,False,CHRISSY J HOULAHAN,DEMOCRAT,False,TOTAL,226440,403966,False,20250910,False,56.05
1126,2020,PENNSYLVANIA,PA,42,23,14,US HOUSE,6,GEN,False,False,JOHN WILLIAM EMMONS,REPUBLICAN,False,TOTAL,177526,403966,False,20250910,False,43.95
1127,2020,PENNSYLVANIA,PA,42,23,14,US HOUSE,7,GEN,False,False,LISA SCHELLER,REPUBLICAN,False,TOTAL,181407,376882,False,20250910,False,48.13
1128,2020,PENNSYLVANIA,PA,42,23,14,US HOUSE,7,GEN,False,False,SUSAN ELLIS WILD,DEMOCRAT,False,TOTAL,195475,376882,False,20250910,False,51.87
1129,2020,PENNSYLVANIA,PA,42,23,14,US HOUSE,8,GEN,False,False,JAMES ROCCO BOGNET,REPUBLICAN,False,TOTAL,165783,343787,False,20250910,False,48.22
1130,2020,PENNSYLVANIA,PA,42,23,14,US HOUSE,8,GEN,False,False,MATTHEW ALTON CARTWRIGHT,DEMOCRAT,False,TOTAL,178004,343787,False,20250910,False,51.78
1131,2020,PENNSYLVANIA,PA,42,23,14,US HOUSE,9,GEN,False,False,DANIEL PHILIP MEUSER,REPUBLICAN,False,TOTAL,232988,351254,False,20250910,False,66.33
1132,2020,PENNSYLVANIA,PA,42,23,14,US HOUSE,9,GEN,False,False,GARY STEVEN WEGMAN,DEMOCRAT,False,TOTAL,118266,351254,False,20250910,False,33.67
1133,2020,PENNSYLVANIA,PA,42,23,14,US HOUSE,10,GEN,False,False,EUGENE A DEPASQUALE,DEMOCRAT,False,TOTAL,182938,391834,False,20250910,False,46.69
1134,2020,PENNSYLVANIA,PA,42,23,14,US HOUSE,10,GEN,False,False,SCOTT G PERRY,REPUBLICAN,False,TOTAL,208896,391834,False,20250910,False,53.31
1135,2020,PENNSYLVANIA,PA,42,23,14,US HOUSE,11,GEN,False,False,LLOYD K SMUCKER,REPUBLICAN,False,TOTAL,241915,383240,False,20250910,False,63.12
1136,2020,PENNSYLVANIA,PA,42,23,14,US HOUSE,11,GEN,False,False,SARAH E HAMMOND,DEMOCRAT,False,TOTAL,141325,383240,False,20250910,False,36.88
1137,2020,PENNSYLVANIA,PA,42,23,14,US HOUSE,12,GEN,False,False,FREDERICK B KELLER,REPUBLICAN,False,TOTAL,241035,340234,False,20250910,False,70.84
1138,2020,PENNSYLVANIA,PA,42,23,14,US HOUSE,12,GEN,False,False,LEE GRIFFIN,DEMOCRAT,False,TOTAL,99199,340234,False,20250910,False,29.16
1139,2020,PENNSYLVANIA,PA,42,23,14,US HOUSE,13,GEN,False,False,JOHN JOYCE,REPUBLICAN,False,TOTAL,267789,364401,False,20250910,False,73.49
1140,2020,PENNSYLVANIA,PA,42,23,14,US HOUSE,13,GEN,False,False,RAYMOND TODD ROWLEY,DEMOCRAT,False,TOTAL,96612,364401,False,20250910,False,26.51
1141,2020,PENNSYLVANIA,PA,42,23,14,US HOUSE,14,GEN,False,False,GUY RESCHENTHALER,REPUBLICAN,False,TOTAL,241688,373583,False,20250910,False,64.69
1142,2020,PENNSYLVANIA,PA,42,23,14,US HOUSE,14,GEN,False,False,WILLIAM A MARX,DEMOCRAT,False,TOTAL,131895,373583,False,20250910,False,35.31
1143,2020,PENNSYLVANIA,PA,42,23,14,US HOUSE,15,GEN,False,False,GLENN W THOMPSON JR,REPUBLICAN,False,TOTAL,255058,347214,False,20250910,False,73.46
1144,2020,PENNSYLVANIA,PA,42,23,14,US HOUSE,15,GEN,False,False,ROBERT M WILLIAMS,DEMOCRAT,False,TOTAL,92156,347214,False,20250910,False,26.54
1145,2020,PENNSYLVANIA,PA,42,23,14,US HOUSE,16,GEN,False,False,GEORGE J KELLY JR,REPUBLICAN,False,TOTAL,210088,354050,False,20250910,False,59.34
1146,2020,PENNSYLVANIA,PA,42,23,14,US HOUSE,16,GEN,False,False,KRISTY MARIE GNIBUS,DEMOCRAT,False,TOTAL,143962,354050,False,20250910,False,40.66
1147,2020,PENNSYLVANIA,PA,42,23,14,US HOUSE,17,GEN,False,False,CONOR J LAMB,DEMOCRAT,False,TOTAL,222253,434537,False,20250910,False,51.15
1148,2020,PENNSYLVANIA,PA,42,23,14,US HOUSE,17,GEN,False,False,RICHARD SEAN PARNELL,REPUBLICAN,False,TOTAL,212284,434537,False,20250910,False,48.85
1149,2020,PENNSYLVANIA,PA,42,23,14,US HOUSE,18,GEN,False,False,LUKE EDISON NEGRON,REPUBLICAN,False,TOTAL,118163,384247,False,20250910,False,30.75
1150,2020,PENNSYLVANIA,PA,42,23,14,US HOUSE,18,GEN,False,False,MICHAEL F DOYLE JR,DEMOCRAT,False,TOTAL,266084,384247,False,20250910,False,69.25
1151,2020,RHODE ISLAND,RI,44,15,5,US HOUSE,1,GEN,False,False,DAVID N CICILLINE,DEMOCRAT,False,TOTAL,158550,223860,False,20250910,False,70.83
1155,2020,RHODE ISLAND,RI,44,15,5,US HOUSE,2,GEN,False,False,JAMES R LANGEVIN,DEMOCRAT,False,TOTAL,154086,264557,False,20250910,False,58.24
1156,2020,RHODE ISLAND,RI,44,15,5,US HOUSE,2,GEN,False,False,ROBERT B LANCIA,REPUBLICAN,False,TOTAL,109894,264557,False,20250910,False,41.54
1158,2020,SOUTH CAROLINA,SC,45,57,48,US HOUSE,1,GEN,False,False,JOE CUNNINGHAM,DEMOCRAT,False,TOTAL,210627,427111,False,20250910,False,49.31
1159,2020,SOUTH CAROLINA,SC,45,57,48,US HOUSE,1,GEN,False,False,NANCY MACE,REPUBLICAN,False,TOTAL,216042,427111,False,20250910,False,50.58
1161,2020,SOUTH CAROLINA,SC,45,57,48,US HOUSE,2,GEN,False,False,ADAIR FORD BOROUGHS,DEMOCRAT,False,TOTAL,155118,364215,False,20250910,False,42.59
1162,2020,SOUTH CAROLINA,SC,45,57,48,US HOUSE,2,GEN,False,False,JOE WILSON,REPUBLICAN,False,TOTAL,202715,364215,False,20250910,False,55.66
1165,2020,SOUTH CAROLINA,SC,45,57,48,US HOUSE,3,GEN,False,False,HOSEA CLEVELAND,DEMOCRAT,False,TOTAL,95712,333564,False,20250910,False,28.69
1166,2020,SOUTH CAROLINA,SC,45,57,48,US HOUSE,3,GEN,False,False,JEFF DUNCAN,REPUBLICAN,False,TOTAL,237544,333564,False,20250910,False,71.21
1168,2020,SOUTH CAROLINA,SC,45,57,48,US HOUSE,4,GEN,False,False,KIM NELSON,DEMOCRAT,False,TOTAL,133023,360550,False,20250910,False,36.89
1170,2020,SOUTH CAROLINA,SC,45,57,48,US HOUSE,4,GEN,False,False,WILLIAM R TIMMONS IV,REPUBLICAN,False,TOTAL,222126,360550,False,20250910,False,61.61
1172,2020,SOUTH CAROLINA,SC,45,57,48,US HOUSE,5,GEN,False,False,MOE BROWN,DEMOCRAT,False,TOTAL,145979,366258,False,20250910,False,39.86
1173,2020,SOUTH CAROLINA,SC,45,57,48,US HOUSE,5,GEN,False,False,RALPH NORMAN,REPUBLICAN,False,TOTAL,220006,366258,False,20250910,False,60.07
1175,2020,SOUTH CAROLINA,SC,45,57,48,US HOUSE,6,GEN,False,False,JAMES E CLYBURN,DEMOCRAT,False,TOTAL,197477,289653,False,20250910,False,68.18
1176,2020,SOUTH CAROLINA,SC,45,57,48,US HOUSE,6,GEN,False,False,JOHN MCCOLLUM,REPUBLICAN,False,TOTAL,89258,289653,False,20250910,False,30.82
1179,2020,SOUTH CAROLINA,SC,45,57,48,US HOUSE,7,GEN,False,False,MELISSA WARD WATSON,DEMOCRAT,False,TOTAL,138863,364091,False,20250910,False,38.14
1180,2020,SOUTH CAROLINA,SC,45,57,48,US HOUSE,7,GEN,False,False,TOM RICE,REPUBLICAN,False,TOTAL,224993,364091,False,20250910,False,61.8
1182,2020,SOUTH DAKOTA,SD,46,45,37,US HOUSE,0,GEN,False,False,DUSTY JOHNSON,REPUBLICAN,False,TOTAL,321984,397732,False,20250910,False,80.96
1184,2020,TENNESSEE,TN,47,62,54,US HOUSE,1,GEN,False,False,BLAIR WALSINGHAM,DEMOCRAT,False,TOTAL,68617,305423,False,20250910,False,22.47
1185,2020,TENNESSEE,TN,47,62,54,US HOUSE,1,GEN,False,False,DIANA HARSHBARGER,REPUBLICAN,False,TOTAL,228181,305423,False,20250910,False,74.71
1190,2020,TENNESSEE,TN,47,62,54,US HOUSE,2,GEN,False,False,RENEE HOYOS,DEMOCRAT,False,TOTAL,109684,353197,False,20250910,False,31.05
1192,2020,TENNESSEE,TN,47,62,54,US HOUSE,2,GEN,False,False,TIM BURCHETT,REPUBLICAN,False,TOTAL,238907,353197,False,20250910,False,67.64
1194,2020,TENNESSEE,TN,47,62,54,US HOUSE,3,GEN,False,False,"CHARLES J \""CHUCK\"" FLEISCHMANN",REPUBLICAN,False,TOTAL,215571,320299,False,20250910,False,67.3
1196,2020,TENNESSEE,TN,47,62,54,US HOUSE,3,GEN,False,False,MEG GORMAN,DEMOCRAT,False,TOTAL,97687,320299,False,20250910,False,30.5
1198,2020,TENNESSEE,TN,47,62,54,US HOUSE,4,GEN,False,False,CHRISTOPHER J HALE,DEMOCRAT,False,TOTAL,111908,335710,False,20250910,False,33.33
1199,2020,TENNESSEE,TN,47,62,54,US HOUSE,4,GEN,False,False,SCOTT DESJARLAIS,REPUBLICAN,False,TOTAL,223802,335710,False,20250910,False,66.67
1200,2020,TENNESSEE,TN,47,62,54,US HOUSE,5,GEN,False,False,JIM COOPER,DEMOCRAT,False,TOTAL,252155,252169,False,20250910,False,99.99
1204,2020,TENNESSEE,TN,47,62,54,US HOUSE,6,GEN,False,False,CHRISTOPHER MARTIN FINLEY,DEMOCRAT,False,TOTAL,83852,349578,False,20250910,False,23.99
1205,2020,TENNESSEE,TN,47,62,54,US HOUSE,6,GEN,False,False,JOHN W ROSE,REPUBLICAN,False,TOTAL,257572,349578,False,20250910,False,73.68
1206,2020,TENNESSEE,TN,47,62,54,US HOUSE,7,GEN,False,False,KIRAN SREEPADA,DEMOCRAT,False,TOTAL,95839,350635,False,20250910,False,27.33
1207,2020,TENNESSEE,TN,47,62,54,US HOUSE,7,GEN,False,False,MARK E GREEN,REPUBLICAN,False,TOTAL,245188,350635,False,20250910,False,69.93
1210,2020,TENNESSEE,TN,47,62,54,US HOUSE,8,GEN,False,False,DAVID KUSTOFF,REPUBLICAN,False,TOTAL,227216,331853,False,20250910,False,68.47
1211,2020,TENNESSEE,TN,47,62,54,US HOUSE,8,GEN,False,False,ERIKA STOTTS PEARSON,DEMOCRAT,False,TOTAL,97890,331853,False,20250910,False,29.5
1216,2020,TENNESSEE,TN,47,62,54,US HOUSE,9,GEN,False,False,CHARLOTTE BERGMANN,REPUBLICAN,False,TOTAL,48818,242880,False,20250910,False,20.1
1218,2020,TENNESSEE,TN,47,62,54,US HOUSE,9,GEN,False,False,STEVE COHEN,DEMOCRAT,False,TOTAL,187905,242880,False,20250910,False,77.37
1219,2020,TEXAS,TX,48,74,49,US HOUSE,1,GEN,False,False,HANK GILBERT,DEMOCRAT,False,TOTAL,83016,302742,False,20250910,False,27.42
1220,2020,TEXAS,TX,48,74,49,US HOUSE,1,GEN,False,False,LOUIE GOHMERT,REPUBLICAN,False,TOTAL,219726,302742,False,20250910,False,72.58
1221,2020,TEXAS,TX,48,74,49,US HOUSE,2,GEN,False,False,DAN CRENSHAW,REPUBLICAN,False,TOTAL,192828,346726,False,20250910,False,55.61
1223,2020,TEXAS,TX,48,74,49,US HOUSE,2,GEN,False,False,SIMA LADJEVARDIAN,DEMOCRAT,False,TOTAL,148374,346726,False,20250910,False,42.79
1225,2020,TEXAS,TX,48,74,49,US HOUSE,3,GEN,False,False,LULU SEIKALY,DEMOCRAT,False,TOTAL,179458,418591,False,20250910,False,42.87
1226,2020,TEXAS,TX,48,74,49,US HOUSE,3,GEN,False,False,VAN TAYLOR,REPUBLICAN,False,TOTAL,230512,418591,False,20250910,False,55.07
1228,2020,TEXAS,TX,48,74,49,US HOUSE,4,GEN,False,False,PAT FALLON,REPUBLICAN,False,TOTAL,253837,337803,False,20250910,False,75.14
1229,2020,TEXAS,TX,48,74,49,US HOUSE,4,GEN,False,False,RUSSELL FOSTER,DEMOCRAT,False,TOTAL,76326,337803,False,20250910,False,22.59
1231,2020,TEXAS,TX,48,74,49,US HOUSE,5,GEN,False,False,CAROLYN SALTER,DEMOCRAT,False,TOTAL,100743,280413,False,20250910,False,35.93
1233,2020,TEXAS,TX,48,74,49,US HOUSE,5,GEN,False,False,LANCE GOODEN,REPUBLICAN,False,TOTAL,173836,280413,False,20250910,False,61.99
1235,2020,TEXAS,TX,48,74,49,US HOUSE,6,GEN,False,False,RON WRIGHT,REPUBLICAN,False,TOTAL,179507,339992,False,20250910,False,52.8
1236,2020,TEXAS,TX,48,74,49,US HOUSE,6,GEN,False,False,STEPHEN DANIEL,DEMOCRAT,False,TOTAL,149530,339992,False,20250910,False,43.98
1237,2020,TEXAS,TX,48,74,49,US HOUSE,7,GEN,False,False,LIZZIE FLETCHER,DEMOCRAT,False,TOTAL,159529,314125,False,20250910,False,50.79
1239,2020,TEXAS,TX,48,74,49,US HOUSE,7,GEN,False,False,WESLEY HUNT,REPUBLICAN,False,TOTAL,149054,314125,False,20250910,False,47.45
1241,2020,TEXAS,TX,48,74,49,US HOUSE,8,GEN,False,False,ELIZABETH HERNANDEZ,DEMOCRAT,False,TOTAL,97409,382471,False,20250910,False,25.47
1242,2020,TEXAS,TX,48,74,49,US HOUSE,8,GEN,False,False,KEVIN BRADY,REPUBLICAN,False,TOTAL,277327,382471,False,20250910,False,72.51
1243,2020,TEXAS,TX,48,74,49,US HOUSE,9,GEN,False,False,AL GREEN,DEMOCRAT,False,TOTAL,172938,229107,False,20250910,False,75.48
1244,2020,TEXAS,TX,48,74,49,US HOUSE,9,GEN,False,False,JOHNNY TEAGUE,REPUBLICAN,False,TOTAL,49575,229107,False,20250910,False,21.64
1246,2020,TEXAS,TX,48,74,49,US HOUSE,10,GEN,False,False,MICHAEL T MCCAUL,REPUBLICAN,False,TOTAL,217216,413894,False,20250910,False,52.48
1247,2020,TEXAS,TX,48,74,49,US HOUSE,10,GEN,False,False,MIKE SIEGEL,DEMOCRAT,False,TOTAL,187686,413894,False,20250910,False,45.35
1249,2020,TEXAS,TX,48,74,49,US HOUSE,11,GEN,False,False,AUGUST PFLUGER,REPUBLICAN,False,TOTAL,232568,291773,False,20250910,False,79.71
1252,2020,TEXAS,TX,48,74,49,US HOUSE,12,GEN,False,False,KAY GRANGER,REPUBLICAN,False,TOTAL,233853,367021,False,20250910,False,63.72
1253,2020,TEXAS,TX,48,74,49,US HOUSE,12,GEN,False,False,LISA WELCH,DEMOCRAT,False,TOTAL,121250,367021,False,20250910,False,33.04
1257,2020,TEXAS,TX,48,74,49,US HOUSE,13,GEN,False,False,RONNY JACKSON,REPUBLICAN,False,TOTAL,217124,273508,False,20250910,False,79.38
1258,2020,TEXAS,TX,48,74,49,US HOUSE,14,GEN,False,False,ADRIENNE BELL,DEMOCRAT,False,TOTAL,118574,309115,False,20250910,False,38.36
1259,2020,TEXAS,TX,48,74,49,US HOUSE,14,GEN,False,False,RANDY K WEBER SR,REPUBLICAN,False,TOTAL,190541,309115,False,20250910,False,61.64
1260,2020,TEXAS,TX,48,74,49,US HOUSE,15,GEN,False,False,MONICA DE LA CRUZ-HERNANDEZ,REPUBLICAN,False,TOTAL,109017,228917,False,20250910,False,47.62
1262,2020,TEXAS,TX,48,74,49,US HOUSE,15,GEN,False,False,VICENTE GONZALEZ,DEMOCRAT,False,TOTAL,115605,228917,False,20250910,False,50.5
1263,2020,TEXAS,TX,48,74,49,US HOUSE,16,GEN,False,False,IRENE ARMENDARIZ-JACKSON,REPUBLICAN,False,TOTAL,84006,238114,False,20250910,False,35.28
